ふりがな,エピソード,名前,アイドルタイプ,ドミナントアイドルタイプ,マイスタイル,レア度,特技レベル,レベル,親愛度,ボーカル,ダンス,ビジュアル,ライフ,ボイス,ソロ,入手枠,登録日,センター効果,センター効果説明,特技,特技説明
まつやまくみこ,［アレグロ気分］松山久美子＋,松山久美子,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3101,5927,3787,39,FALSE,FALSE,恒常,'2016年4月30日',パッションステップ,パッションアイドルのダンスアピール値60%アップ,SCOREボーナス,9秒毎、中確率でしばらくの間、PERFECTのスコア15%アップ
もろぼしきらり,［あんきら！？狂騒曲］諸星きらり＋,諸星きらり,パッション,非該当,FALSE,Ｓレア＋,10,70,300,2969,5780,3645,39,TRUE,FALSE,イベント,'2016年12月21日',パッションステップ,パッションアイドルのダンスアピール値60%アップ,オーバーロード,7秒毎、中確率でライフを11消費し、少しの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続
ふたばあんず,［あんきら！？狂騒曲］双葉杏＋,双葉杏,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4017,3327,6114,39,TRUE,FALSE,イベント,'2016年12月21日',キュートメイク,キュートアイドルのビジュアルアピール値60%アップ,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス14%アップ
ふたばあんず,［あんずのきもち］双葉杏＋,双葉杏,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4296,4749,4214,86,TRUE,TRUE,限定,'2021年2月3日',キュートアビリティ,キュートアイドルの特技発動確率30%アップ,ダメージガード,11秒毎、高確率でしばらくの間、ライフが減少しなくなる
まつながりょう,［アンデッド・ダンスロック］松永涼＋,松永涼,クール,非該当,FALSE,Ｓレア＋,10,70,300,6114,3327,4017,39,TRUE,FALSE,イベント,'2018年10月19日',トリコロール・ボイス,3タイプ全てのアイドル編成時、全員のボーカルアピール値80%アップ,ライフスパークル,9秒毎、高確率で少しの間、ライフ値が多いほどCOMBOボーナスアップ
しらさかこうめ,［アンデッド・ダンスロック］白坂小梅＋,白坂小梅,クール,非該当,FALSE,Ｓレア＋,10,70,300,3041,3688,5690,39,TRUE,FALSE,イベント,'2018年10月19日',クールメイク,クールアイドルのビジュアルアピール値60%アップ,SCOREボーナス,4秒毎、高確率で一瞬の間、PERFECTのスコア15%アップ
おおいしいずみ,［アンブレーク］大石泉＋,大石泉,クール,非該当,FALSE,Ｓレア＋,10,70,300,3880,5999,3176,39,FALSE,TRUE,恒常,'2021年1月24日',クールステップ,クールアイドルのダンスアピール値60%アップ,コンセントレーション,11秒毎、高確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる
はまかわあゆな,［アンルーリィチアー］浜川愛結奈＋,浜川愛結奈,パッション,非該当,FALSE,Ｓレア＋,10,70,300,5755,2751,3454,39,FALSE,FALSE,イベント,'2021年6月11日',パッションボイス,パッションアイドルのボーカルアピール値60%アップ,PERFECTサポート,12秒毎、中確率で少しの間、GREAT/NICEをPERFECTにする
みむらかなこ,［イーリャンサンキュー］三村かな子＋,三村かな子,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3271,3982,6186,39,TRUE,FALSE,イベント,'2025年1月30日',トリコロール・アビリティ,3タイプ全てのアイドル編成時、全員の特技発動確率40%アップ,スキルブースト,11秒毎、高確率でしばらくの間、他アイドルの特技効果を中アップ
やまとあき,［イーリャンサンキュー］大和亜季＋,大和亜季,クール,非該当,FALSE,Ｓレア＋,10,70,300,3998,3264,6178,39,TRUE,FALSE,イベント,'2025年1月30日',クール・クロス・キュート,クールとキュートのアイドル編成時、全員の全アピール値20%アップ、全員の特技発動率25%アップ,コーディネイト,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ
あさりななみ,［いきものがかり］浅利七海＋,浅利七海,クール,非該当,FALSE,Ｓレア＋,10,70,300,4412,4351,4710,39,TRUE,TRUE,恒常,'2016年11月30日',クールアビリティ,クールアイドルの特技発動確率30%アップ,PERFECTサポート,15秒毎、中確率でしばらくの間、GREAT/NICEをPERFECTにする
たかみねのあ,［イグナイトアビリティーズ］高峯のあ＋,高峯のあ,クール,非該当,FALSE,Ｓレア＋,10,70,300,4725,4390,4444,39,FALSE,FALSE,恒常,'2019年2月21日',クールブリリアンス,クールアイドルの全アピール値30%アップ,SCOREボーナス,6秒毎、中確率でわずかな間、PERFECTのスコア15%アップ
たちばなありす,［イケナイGO AHEAD］橘ありす＋,橘ありす,クール,非該当,FALSE,Ｓレア＋,10,70,300,3990,6173,3277,39,TRUE,FALSE,イベント,'2021年4月19日',トリコロール・ステップ,3タイプ全てのアイドル編成時、全員のダンスアピール値80%アップ,スライドアクト,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ
むらかみともえ,［イケナイGO AHEAD］村上巴＋,村上巴,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3279,6180,3980,39,TRUE,FALSE,イベント,'2021年4月19日',トリコロール・アビリティ,3タイプ全てのアイドル編成時、全員の特技発動確率40%アップ,スキルブースト,7秒毎、高確率でわずかな間、他アイドルの特技効果を中アップ
にしじまかい,［いたずらなサマーガール］西島櫂＋,西島櫂,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4577,4792,4608,39,FALSE,FALSE,イベント,'2023年4月23日',パッションブリリアンス,パッションアイドルの全アピール値30%アップ,COMBOボーナス,9秒毎、高確率で少しの間、COMBOボーナス14%アップ
やなせみゆき,［いつか夢見る未来で］柳瀬美由紀＋,柳瀬美由紀,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3767,5952,3060,39,FALSE,FALSE,イベント,'2022年5月10日',キュートステップ,キュートアイドルのダンスアピール値60%アップ,COMBOボーナス,4秒毎、中確率で一瞬の間、COMBOボーナス14%アップ
おおにしゆりこ,［イッツ・マイ・プレシャス］大西由里子＋,大西由里子,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4259,4800,4180,39,FALSE,FALSE,イベント,'2021年8月10日',キュートブリリアンス,キュートアイドルの全アピール値30%アップ,COMBOボーナス,7秒毎、中確率で少しの間、COMBOボーナス14%アップ
ふじわらはじめ,［いとしーさー♥］藤原肇＋,藤原肇,クール,非該当,FALSE,Ｓレア＋,10,70,300,3288,6181,3970,39,TRUE,FALSE,イベント,'2021年6月19日',クール・クロス・キュート,クールとキュートのアイドル編成時、全員の全アピール値20%アップ、全員の特技発動率25%アップ,スキルブースト,7秒毎、高確率でわずかな間、他アイドルの特技効果を中アップ
こしみずさちこ,［いとしーさー♥］輿水幸子＋,輿水幸子,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3285,6178,3978,39,TRUE,FALSE,イベント,'2021年6月19日',キュート・クロス・クール,キュートとクールのアイドル編成時、全員の全アピール値20%アップ、獲得ファン数が8%アップ,コーディネイト,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ
さくままゆ,［イリュージョニスタ！］佐久間まゆ＋,佐久間まゆ,キュート,非該当,FALSE,Ｓレア＋,10,70,300,5729,3010,3671,39,TRUE,FALSE,イベント,'2017年8月31日',キュートボイス,キュートアイドルのボーカルアピール値60%アップ,オーバーロード,7秒毎、高確率でライフを11消費し、わずかな間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続
さぎさわふみか,［イリュージョニスタ！］鷺沢文香＋,鷺沢文香,クール,非該当,FALSE,Ｓレア＋,10,70,300,6165,3991,3288,39,TRUE,FALSE,イベント,'2017年8月31日',クールボイス,クールアイドルのボーカルアピール値60%アップ,COMBOボーナス,9秒毎、中確率でしばらくの間、COMBOボーナス14%アップ
たかみねのあ,［インスペクトコンコルディア］高峯のあ＋,高峯のあ,クール,非該当,FALSE,Ｓレア＋,10,70,300,3987,3901,4336,86,FALSE,FALSE,イベント,'2021年5月10日',クールエナジー,クールアイドルのライフ20%アップ,ダメージガード,11秒毎、高確率でしばらくの間、ライフが減少しなくなる
さじょうゆきみ,［ウィズ・リトル・フレンズ］佐城雪美＋,佐城雪美,クール,非該当,FALSE,Ｓレア＋,10,70,300,4781,4612,4582,39,TRUE,FALSE,イベント,'2025年5月19日',クールブリリアンス,クールアイドルの全アピール値30%アップ,COMBOボーナス,7秒毎、高確率でわずかな間、COMBOボーナス14%アップ
みふねみゆ,［ウィンターバカンスヴィーナス］三船美優＋,三船美優,クール,非該当,FALSE,Ｓレア＋,10,70,300,4747,4202,4311,86,TRUE,TRUE,限定,'2020年9月5日',クールアビリティ,クールアイドルの特技発動確率30%アップ,ダメージガード,9秒毎、中確率でしばらくの間、ライフが減少しなくなる
みよしさな,［ウェルカム☆サナワールド］三好紗南＋,三好紗南,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3982,3272,6186,39,TRUE,FALSE,イベント,'2024年10月21日',トリコロール・アビリティ,3タイプ全てのアイドル編成時、全員の特技発動確率40%アップ,スキルブースト,7秒毎、高確率でわずかな間、他アイドルの特技効果を中アップ
なたーりあ,［ヴォヤージュ・プリンセス］ナターリア＋,ナターリア,パッション,非該当,FALSE,Ｓレア＋,10,70,300,3065,5954,3759,39,TRUE,FALSE,イベント,'2018年12月11日',パッションステップ,パッションアイドルのダンスアピール値60%アップ,COMBOボーナス,4秒毎、中確率で一瞬の間、COMBOボーナス14%アップ
しらぎくほたる,［ヴォヤージュ・ブレイバー］白菊ほたる＋,白菊ほたる,キュート,非該当,FALSE,Ｓレア＋,10,70,300,6005,3023,3734,39,TRUE,FALSE,イベント,'2017年5月11日',キュートボイス,キュートアイドルのボーカルアピール値60%アップ,COMBOボーナス,6秒毎、中確率でわずかな間、COMBOボーナス14%アップ
いじゅういんめぐみ,［ヴォヤージュチアー］伊集院惠＋,伊集院惠,クール,非該当,FALSE,Ｓレア＋,10,70,300,3841,3946,4414,86,FALSE,FALSE,イベント,'2019年12月12日',クールエナジー,クールアイドルのライフ20%アップ,ライフ回復,10秒毎、高確率でわずかな間、PERFECTでライフ3回復
もちだありさ,［ウサコちゃんとチアー］持田亜里沙＋,持田亜里沙,キュート,非該当,FALSE,Ｓレア＋,10,70,300,3877,3191,5991,39,FALSE,FALSE,恒常,'2017年11月30日',キュートメイク,キュートアイドルのビジュアルアピール値60%アップ,SCOREボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア15%アップ
みずのみどり,［うたかたのひととき］水野翠＋,水野翠,クール,非該当,FALSE,Ｓレア＋,10,70,300,4796,4616,4567,39,FALSE,FALSE,イベント,'2023年7月12日',クールブリリアンス,クールアイドルの全アピール値30%アップ,COMBOボーナス,11秒毎、高確率でしばらくの間、COMBOボーナス14%アップ
もちだありさ,［うたのおねえさん］持田亜里沙＋,持田亜里沙,キュート,非該当,FALSE,Ｓレア＋,10,70,300,4645,4311,4244,86,FALSE,FALSE,恒常,'2016年9月9日',キュートエナジー,キュートアイドルのライフ20%アップ,ライフ回復,14秒毎、中確率でしばらくの間、PERFECTでライフ3回復
いちはらにな,［うみのいきもの］市原仁奈＋,市原仁奈,パッション,非該当,FALSE,Ｓレア＋,10,70,300,6030,3855,3164,39,TRUE,TRUE,限定,'2023年8月4日',パッションアビリティ,パッションアイドルの特技発動確率30%アップ,オーバーロード,7秒毎、高確率でライフを11消費し、わずかな間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続
すぎさかうみ,［エキゾチックサーファー］杉坂海＋,杉坂海,パッション,非該当,FALSE,Ｓレア＋,10,70,300,2759,3458,5748,39,FALSE,FALSE,イベント,'2017年2月10日',パッションメイク,パッションアイドルのビジュアルアピール値60%アップ,PERFECTサポート,7秒毎、高確率で一瞬の間、GREAT/NICEをPERFECTにする
すぎさかうみ,［エキゾチックドレッサー］杉坂海＋,杉坂海,パッション,非該当,FALSE,Ｓレア＋,10,70,300,4364,4619,4313,86,FALSE,FALSE,恒常,'2018年10月19日',パッションエナジー,パッションアイドルのライフ20%アップ,ライフ回復,10秒毎、高確率でわずかな間、PERFECTでライフ3回復
